
0,2222,2,4,True,2011-01-01 02:08,
1,159,3,4,True,2020-12-13 16:57,
2,2177,3,5,True,2019-02-22 11:13,
3,1464,4,8,True,2016-03-20 10:23,
4,805,4,0,True,2014-07-01 00:52,
5,2930,4,6,True,2011-09-05 12:32,
6,1806,4,10,True,2011-03-21 08:47,
7,1309,4,11,True,2012-10-25 14:38,
8,1935,4,9,True,2020-04-21 20:42,
9,1105,4,11,True,2020-06-02 10:48,
10,2918,4,5,True,2014-04-15 07:26,
11,3085,4,8,True,2011-08-08 03:26,
12,2793,4,2,True,2015-11-01 05:27,
13,1713,5,7,True,2020-03-22 06:43,
14,419,7,2,True,2015-07-25 22:30,
15,1875,8,4,True,2021-09-20 03:28,
16,18,8,5,True,2021-09-11 02:05,
17,2995,8,6,True,2021-09-18 13:33,
18,2590,8,9,True,2021-09-16 22:49,
19,495,8,9,True,2021-09-22 09:59,
20,2568,8,4,False,2021-09-13 01:20,
21,752,9,7,True,2011-02-22 09:18,
22,2997,9,10,True,2021-01-14 02:34,
23,2335,10,2,False,2011-04-27 19:33,
24,2552,10,2,True,2009-07-29 16:43,
25,1656,10,9,True,2018-01-15 12:24,
26,3362,12,7,True,2018-07-15 01:11,
27,336,12,11,True,2016-04-24 16:59,
28,3370,12,3,True,2014-12-15 17:55,
29,2070,12,2,True,2020-01-13 19:52,
30,1064,12,8,True,2019-09-08 00:46,
31,1356,12,7,True,2018-12-03 14:34,
32,1964,12,1,True,2019-11-21 17:59,
33,2073,12,7,True,2021-02-14 07:20,
34,362,14,4,False,2019-08-23 03:51,
35,3120,14,7,True,2016-09-15 03:08,
36,2563,14,7,False,2015-09-16 11:00,
37,1937,14,10,False,2013-01-29 11:37,
38,2580,14,7,True,2013-11-07 03:04,
39,3213,14,7,True,2019-08-15 07:16,
40,506,14,5,True,2017-05-10 04:44,
41,375,14,1,True,2018-11-15 07:01,
42,772,14,8,True,2014-01-12 17:11,
43,3086,14,1,False,2012-03-18 12:19,
44,2752,14,1,True,2021-03-26 16:07,
45,2897,15,6,True,2021-08-29 02:58,
46,902,15,6,True,2021-08-28 13:33,
47,2064,15,2,True,2021-09-15 00:00,
48,2240,16,3,True,2019-07-05 00:05,
49,114,17,11,True,2013-08-31 09:21,
50,2054,17,7,True,2016-02-01 22:01,
51,3147,17,3,True,2020-01-23 20:23,
52,1493,17,7,False,2013-04-09 23:32,
53,485,17,7,True,2011-03-10 05:34,
54,194,17,2,True,2011-12-07 19:25,
55,61,17,8,True,2017-06-28 00:29,
56,2952,17,9,True,2011-02-04 13:30,
57,3034,17,1,True,2016-11-03 06:49,
58,3309,17,10,False,2009-03-24 01:23,
59,1085,18,0,True,2010-07-13 17:35,
60,1744,20,8,True,2008-10-17 04:55,
61,104,20,3,True,2009-10-26 15:00,
62,685,20,4,False,2019-06-14 22:17,
63,152,21,0,True,2021-04-22 10:30,
64,2055,23,10,True,2012-12-24 03:58,
65,3512,24,7,True,2015-02-28 00:33,
66,1589,24,0,True,2016-07-12 07:59,
67,3071,24,5,True,2015-12-31 16:14,
68,35,25,9,True,2014-09-24 23:49,
69,2491,26,0,True,2021-01-21 12:54,
70,3011,26,11,True,2020-01-31 18:13,
71,3434,27,10,True,2012-11-08 22:08,
72,779,27,3,True,2015-01-24 06:08,
73,1414,27,11,True,2021-05-26 03:50,
74,1399,27,0,True,2020-02-08 03:41,
75,581,27,2,True,2015-10-17 17:13,
76,1254,27,8,True,2017-08-08 01:46,
77,562,27,8,True,2014-03-22 00:05,
78,556,27,1,False,2020-10-10 10:08,
79,1262,27,4,True,2015-05-29 17:26,
80,1706,28,3,False,2008-12-08 06:13,
81,1162,28,7,True,2010-11-14 01:11,
82,1414,28,7,True,2009-01-27 02:58,
83,78,28,4,False,2016-06-05 19:51,
84,2190,28,11,True,2021-06-15 19:01,
85,2363,29,9,True,2016-02-12 20:39,
86,3175,29,10,True,2020-12-08 08:13,
87,1212,29,10,False,2020-09-04 17:34,
88,1098,30,7,True,2021-01-21 02:27,
89,1891,30,11,True,2013-07-23 00:22,
90,871,30,0,True,2018-02-21 06:19,
91,2293,30,10,True,2012-02-17 20:36,
92,2822,30,6,True,2020-12-25 02:27,
93,2267,33,4,True,2012-06-26 03:52,
94,6,33,4,True,2012-02-20 03:57,
95,695,33,10,True,2020-02-05 02:37,
96,3470,33,6,False,2014-01-17 03:54,
97,1505,34,1,True,2020-09-24 08:29,
98,2167,34,1,True,2019-08-11 23:56,
99,3004,35,2,True,2021-04-16 20:43,
100,2828,35,6,True,2020-12-05 13:24,
101,731,36,0,False,2020-08-16 18:16,
102,1848,37,1,True,2015-03-29 21:15,
103,548,37,9,True,2010-01-02 01:09,
104,2712,37,0,True,2015-03-24 15:35,
105,48,37,0,True,2009-10-11 06:23,
106,822,37,1,True,2019-06-14 05:19,
107,1681,37,5,True,2021-05-09 07:37,
108,454,37,10,True,2014-09-13 07:29,
109,1693,37,6,True,2014-05-31 22:38,
110,934,37,11,True,2020-11-08 10:42,
111,983,37,7,True,2008-04-21 08:37,
112,606,37,8,True,2020-05-16 20:00,
113,931,38,7,True,2020-12-14 03:58,
114,3322,39,0,True,2021-07-24 04:34,
115,1543,39,11,True,2021-07-16 03:38,
116,867,39,1,True,2021-05-16 15:16,
117,2009,39,5,False,2021-08-04 18:38,
118,1869,39,10,True,2021-08-29 22:43,
119,1506,40,9,False,2013-07-04 02:42,
120,1259,40,4,True,2020-04-11 12:39,
121,1678,42,11,True,2020-10-07 12:59,
122,2749,42,4,True,2014-11-04 19:31,
123,2338,42,3,False,2019-05-11 11:41,
124,3200,42,6,True,2017-05-10 22:13,
125,1953,42,3,True,2020-01-01 19:40,
126,476,42,9,True,2019-08-30 00:49,
127,99,42,0,True,2016-07-02 18:22,
128,974,42,10,False,2021-06-18 16:30,
129,805,42,1,True,2014-06-23 10:52,
130,67,42,7,True,2020-07-13 18:59,
131,777,42,6,False,2015-09-01 22:23,
132,375,43,5,True,2021-09-18 16:14,
133,1229,43,1,True,2021-08-24 19:13,
134,1925,43,9,True,2021-09-05 11:06,
135,607,43,10,True,2021-09-13 15:26,
136,183,43,5,True,2021-08-28 23:38,
137,1371,43,10,True,2021-08-30 18:47,
138,2743,43,2,True,2021-09-11 20:39,
139,2940,43,1,False,2021-08-30 17:21,
140,2281,43,0,True,2021-09-10 23:45,
141,2877,43,6,True,2021-08-23 18:33,
142,979,43,1,True,2021-08-23 10:31,
143,1075,44,6,True,2008-11-20 07:35,
144,1793,44,0,True,2010-05-11 06:20,
145,542,44,2,True,2008-12-09 06:31,
146,2860,44,6,True,2015-07-20 20:47,
147,1923,44,10,True,2019-12-18 05:34,
148,337,44,0,False,2017-01-05 16:43,
149,2304,44,6,True,2011-08-11 05:15,
150,912,44,10,True,2020-09-18 19:56,
151,744,44,9,True,2010-02-15 08:12,
152,2029,44,11,True,2012-08-22 18:02,
153,2475,44,0,True,2009-01-24 21:30,
154,418,44,3,True,2014-08-23 23:21,
155,3266,46,8,True,2017-10-13 05:11,
156,1591,47,0,False,2021-06-29 07:51,
157,1462,48,11,True,2021-01-21 11:40,
158,2441,48,5,True,2012-06-29 21:04,
159,3156,48,10,True,2021-01-02 15:51,
160,2105,48,0,True,2015-07-10 21:51,
161,2224,48,2,True,2015-03-06 17:11,
162,949,48,7,True,2014-03-19 09:39,
163,559,48,1,True,2020-07-07 01:27,
164,196,48,2,True,2020-06-26 02:38,
165,1509,50,0,True,2011-03-08 14:32,
166,3281,50,2,True,2021-08-22 15:21,
167,2241,50,4,True,2017-01-26 07:18,
168,3166,50,6,True,2010-07-11 01:21,
169,1463,50,3,False,2010-09-24 22:48,
170,920,50,7,True,2015-02-11 04:16,
171,3504,51,7,True,2019-06-05 12:09,
172,2677,51,3,False,2021-08-13 10:27,
173,2088,51,6,True,2019-03-14 01:01,
174,637,51,3,True,2019-05-18 03:50,
175,1401,51,10,True,2019-11-20 15:41,
176,2308,53,3,True,2021-08-17 02:05,
177,42,53,2,True,2011-07-11 04:28,
178,2459,53,1,True,2019-02-14 03:46,
179,3254,53,4,True,2018-03-26 06:02,
180,2368,53,10,False,2012-12-23 12:20,
181,1645,55,4,True,2009-12-12 12:46,
182,2055,55,7,False,2010-10-25 22:01,
183,3444,55,6,True,2019-02-28 09:53,
184,806,55,6,True,2014-10-03 21:43,
185,3287,55,2,True,2021-02-25 08:34,
186,565,55,8,True,2018-04-04 02:11,
187,2267,55,1,True,2009-11-14 06:05,
188,1382,56,2,True,2012-02-17 13:33,
189,1507,58,4,True,2021-09-08 13:25,
190,3376,58,10,True,2021-09-20 21:15,
191,917,58,8,False,2021-08-06 00:00,
192,1547,58,0,True,2021-07-24 18:48,
193,1159,58,9,True,2021-09-21 12:08,
194,3183,58,1,True,2021-07-14 01:05,
